Ticker,Date,Open,High,Low,Close,Volume
EPA:AM,02/01/2023 17:40:00,171.77688,174.59112000000002,171.0192,174.59112000000002,22161
EPA:AM,03/01/2023 17:40:00,172.75104,174.2664,169.3956,170.91096000000002,48893
EPA:AM,04/01/2023 17:40:00,171.34392000000003,171.77688,165.066,165.17424,53439
EPA:AM,05/01/2023 17:40:00,165.066,167.88024,162.79296000000002,163.22592000000003,67153
EPA:AM,06/01/2023 17:40:00,164.20007999999999,167.44728,164.20007999999999,165.71544,43014
EPA:AM,09/01/2023 17:40:00,165.6072,166.90608,164.41656,164.41656,64173
EPA:AM,10/01/2023 17:40:00,164.09184,164.84952,161.49408,163.76712,55953
EPA:AM,11/01/2023 17:40:00,164.84952,165.39072000000002,160.95288,160.95288,54914
EPA:AM,12/01/2023 17:40:00,161.16936,163.87536,161.16936,162.36,51507
EPA:AM,13/01/2023 17:40:00,162.03528,164.84952,161.71056000000002,164.63304,42698
EPA:AM,16/01/2023 17:40:00,164.5248,165.93192000000002,162.90120000000002,164.63304,28277
EPA:AM,17/01/2023 17:40:00,164.74128,167.88024,164.74128,167.33904,38084
EPA:AM,18/01/2023 17:40:00,167.12256000000002,170.80272000000002,167.12256000000002,170.15328,45516
EPA:AM,19/01/2023 17:40:00,169.72032000000002,172.1016,168.3132,172.1016,50663
EPA:AM,20/01/2023 17:40:00,173.184,179.1372,171.88512000000003,178.0548,60048
EPA:AM,23/01/2023 17:40:00,177.73008,179.35368,175.45704,179.35368,42163
EPA:AM,24/01/2023 17:40:00,172.85927999999998,177.5136,167.33904,171.77688,90506
EPA:AM,25/01/2023 17:40:00,174.37464,176.32296000000002,168.96264,169.17912,46638
EPA:AM,26/01/2023 17:40:00,166.90608,170.36976,164.84952,170.36976,49246
EPA:AM,27/01/2023 17:40:00,170.58624,171.99336000000002,168.63792,168.63792,29010
EPA:AM,30/01/2023 17:40:00,168.63792,169.61208,167.772,169.17912,40470
EPA:AM,31/01/2023 17:40:00,168.63792,169.82856,167.44728,169.61208,49322
EPA:AM,01/02/2023 17:40:00,169.07088,170.69448,167.98847999999998,169.9368,38394
EPA:AM,02/02/2023 17:40:00,170.04504,170.69448,167.44728,168.42144,61462
EPA:AM,03/02/2023 17:40:00,168.8544,170.58624,168.09672,169.50384,34331
EPA:AM,06/02/2023 17:40:00,169.50384,169.50384,166.79784,168.63792,52630
EPA:AM,07/02/2023 17:40:00,168.52967999999998,168.52967999999998,162.79296000000002,163.87536,44792
EPA:AM,08/02/2023 17:40:00,164.63304,167.33904,163.87536,165.066,35473
EPA:AM,09/02/2023 17:40:00,166.36488,168.42144,165.39072000000002,166.25664,23924
EPA:AM,10/02/2023 17:40:00,167.23080000000002,169.72032000000002,167.01432000000003,168.09672,26972
EPA:AM,13/02/2023 17:40:00,169.28736,173.94168,168.96264,171.45216000000002,37845
EPA:AM,14/02/2023 17:40:00,171.34392000000003,174.37464,170.80272000000002,172.85927999999998,40464
EPA:AM,15/02/2023 17:40:00,173.184,175.02408,172.6428,174.59112000000002,26867
EPA:AM,16/02/2023 17:40:00,174.69936,177.5136,174.15816,176.64767999999998,30019
EPA:AM,17/02/2023 17:40:00,176.53943999999998,177.5136,174.37464,177.5136,25884
EPA:AM,20/02/2023 17:40:00,177.5136,178.92072000000002,175.78176000000002,176.86416,31403
EPA:AM,21/02/2023 17:40:00,176.64767999999998,181.302,176.21472000000003,181.302,44430
EPA:AM,22/02/2023 17:40:00,180.86904,180.97727999999998,178.27128,179.1372,32588
EPA:AM,23/02/2023 17:40:00,178.596,180.00312000000002,175.89000000000001,178.81248,52745
EPA:AM,24/02/2023 17:40:00,179.6784,181.8432,179.46192000000002,179.46192000000002,52197
EPA:AM,27/02/2023 17:40:00,178.48776,181.08552000000003,177.40536,178.48776,26536
EPA:AM,28/02/2023 17:40:00,177.62184,178.48776,176.10648,176.10648,73797
EPA:AM,01/03/2023 17:40:00,173.7252,176.86416,171.12744,175.67352000000002,52137
EPA:AM,02/03/2023 17:40:00,175.99824,178.48776,175.56528,178.48776,44009
EPA:AM,03/03/2023 17:40:00,178.27128,179.02896,177.40536,177.5136,25952
EPA:AM,06/03/2023 17:40:00,177.29712,178.0548,175.3488,176.53943999999998,28994
EPA:AM,07/03/2023 17:40:00,176.9724,177.5136,174.37464,176.64767999999998,27299
EPA:AM,08/03/2023 17:40:00,175.67352000000002,176.75592,172.85927999999998,172.85927999999998,58682
EPA:AM,09/03/2023 17:40:00,178.92072000000002,194.94024,177.62184,193.96608,169079
EPA:AM,10/03/2023 17:40:00,194.61552,198.07920000000001,191.90952000000001,193.10016000000002,67204
EPA:AM,13/03/2023 17:40:00,193.74960000000002,194.50727999999998,184.87392000000003,187.7964,51761
EPA:AM,14/03/2023 17:40:00,187.90464,192.6672,187.03872,192.01776,38734
EPA:AM,15/03/2023 17:40:00,195.15672,195.9144,188.22936,189.63648,96126
EPA:AM,16/03/2023 17:40:00,192.34248,194.50727999999998,189.85296000000002,193.31664,59924
EPA:AM,17/03/2023 17:40:00,194.18256000000002,195.3732,188.66232000000002,189.63648,144655
EPA:AM,20/03/2023 17:40:00,189.42000000000002,193.53312000000003,185.52336000000003,192.88368,50467
EPA:AM,21/03/2023 17:40:00,193.64136000000002,196.13088,191.47656,192.99192000000002,61526
EPA:AM,22/03/2023 17:40:00,193.96608,198.83687999999998,193.31664,198.83687999999998,72703
EPA:AM,23/03/2023 17:40:00,197.64624,199.7028,197.32152000000002,197.86272000000002,44703
EPA:AM,24/03/2023 17:40:00,196.88856,196.88856,193.64136000000002,196.88856,51024
EPA:AM,27/03/2023 17:40:00,198.51216000000002,200.56872,196.56384,196.9968,45481
EPA:AM,28/03/2023 17:40:00,198.83687999999998,199.1616,195.9144,197.21328,45766
EPA:AM,29/03/2023 17:40:00,198.07920000000001,199.1616,196.9968,199.1616,32697
EPA:AM,30/03/2023 17:40:00,199.1616,199.91928,196.34736,197.10504,46708
EPA:AM,31/03/2023 17:40:00,197.86272000000002,199.05336,196.56384,197.64624,71177
EPA:AM,03/04/2023 17:40:00,197.86272000000002,198.72864,195.48144,196.9968,57004
EPA:AM,04/04/2023 17:40:00,198.18744,198.94512000000003,196.67208,198.29568,37178
EPA:AM,05/04/2023 17:40:00,199.37807999999998,199.48632,196.88856,198.94512000000003,37952
EPA:AM,06/04/2023 17:40:00,198.72864,202.19232000000002,197.86272000000002,202.08408,33644
EPA:AM,11/04/2023 17:40:00,202.4088,203.70767999999998,200.7852,201.75936000000002,41610
EPA:AM,12/04/2023 17:40:00,201.3264,203.4912,199.59456,200.35224,46854
EPA:AM,13/04/2023 17:40:00,201.21816,204.0324,199.91928,199.91928,50964
EPA:AM,14/04/2023 17:40:00,200.35224,200.46048,196.78032000000002,198.07920000000001,42224
EPA:AM,17/04/2023 17:40:00,198.51216000000002,200.35224,198.07920000000001,198.72864,48386
EPA:AM,18/04/2023 17:40:00,199.81104,199.81104,196.23912,196.88856,38419
EPA:AM,19/04/2023 17:40:00,199.05336,199.05336,196.4556,196.78032000000002,28618
EPA:AM,20/04/2023 17:40:00,195.04847999999998,198.51216000000002,194.39903999999999,197.42976000000002,63549
EPA:AM,21/04/2023 17:40:00,197.538,199.05336,194.50727999999998,194.50727999999998,33877
EPA:AM,24/04/2023 17:40:00,193.96608,194.832,192.6672,192.6672,25660
EPA:AM,25/04/2023 17:40:00,192.6672,192.99192000000002,189.63648,190.5024,32446
EPA:AM,26/04/2023 17:40:00,190.71887999999998,191.80128,188.98704,190.5024,47555
EPA:AM,27/04/2023 17:40:00,191.15184,193.31664,189.85296000000002,191.69304,37933
EPA:AM,28/04/2023 17:40:00,191.80128,193.2084,190.39416,191.90952000000001,49498
EPA:AM,02/05/2023 17:40:00,190.61064,192.88368,189.9612,191.0436,40428
EPA:AM,03/05/2023 17:40:00,191.15184,193.31664,191.0436,192.6672,32707
EPA:AM,04/05/2023 17:40:00,192.99192000000002,193.10016000000002,186.28104,186.714,40232
EPA:AM,05/05/2023 17:40:00,185.95632,187.57992000000002,180.11136000000002,184.44096000000002,84483
EPA:AM,08/05/2023 17:40:00,184.76568,185.52336000000003,183.4668,183.57504,25560
EPA:AM,09/05/2023 17:40:00,184.33272000000002,185.52336000000003,183.14208,184.5492,62853
EPA:AM,10/05/2023 17:40:00,185.19864,185.6316,182.16792,182.9256,38859
EPA:AM,11/05/2023 17:40:00,183.25032000000002,185.19864,181.51847999999998,183.57504,47882
EPA:AM,12/05/2023 17:40:00,183.57504,185.09040000000002,183.4668,184.33272000000002,34654
EPA:AM,15/05/2023 17:40:00,184.76568,186.38927999999999,184.33272000000002,185.19864,45671
EPA:AM,16/05/2023 17:40:00,185.30688,188.44584,184.87392000000003,186.93048,64064
EPA:AM,17/05/2023 17:40:00,187.90464,191.0436,186.1728,190.17767999999998,56401
EPA:AM,18/05/2023 17:40:00,191.36832,193.96608,189.85296000000002,190.61064,48239
EPA:AM,19/05/2023 17:40:00,188.12112000000002,188.98704,184.44096000000002,185.84807999999998,56662
EPA:AM,22/05/2023 17:40:00,186.93048,190.28592,186.82224,187.36344,46991
EPA:AM,23/05/2023 17:40:00,186.714,187.14696,180.86904,180.97727999999998,74974
EPA:AM,24/05/2023 17:40:00,179.89488,179.89488,175.78176000000002,176.10648,81696
EPA:AM,25/05/2023 17:40:00,177.62184,179.35368,176.53943999999998,176.53943999999998,48036
EPA:AM,26/05/2023 17:40:00,176.9724,180.00312000000002,176.9724,178.0548,43739
EPA:AM,29/05/2023 17:40:00,178.70424,180.2196,178.596,179.02896,19984
EPA:AM,30/05/2023 17:40:00,178.70424,179.46192000000002,175.56528,175.89000000000001,48095
EPA:AM,31/05/2023 17:40:00,174.69936,176.9724,171.23568,171.23568,325771
EPA:AM,01/06/2023 17:40:00,173.83344,177.08064,173.83344,176.10648,73515
EPA:AM,02/06/2023 17:40:00,173.40048,178.48776,173.40048,178.0548,64634
EPA:AM,05/06/2023 17:40:00,178.596,179.24544,176.10648,176.10648,46942
EPA:AM,06/06/2023 17:40:00,175.89000000000001,177.18887999999998,175.02408,176.64767999999998,55267
EPA:AM,07/06/2023 17:40:00,176.32296000000002,177.94656,173.61696,173.61696,58831
EPA:AM,08/06/2023 17:40:00,173.61696,176.32296000000002,173.07576,176.10648,54437
EPA:AM,09/06/2023 17:40:00,176.43120000000002,180.32784,176.43120000000002,179.89488,52612
EPA:AM,12/06/2023 17:40:00,180.54432000000003,183.68328,180.54432000000003,182.81736,69765
EPA:AM,13/06/2023 17:40:00,182.60088,186.49752,182.60088,185.41512000000003,62975
EPA:AM,14/06/2023 17:40:00,183.35856,184.98216000000002,182.3844,183.57504,55626
EPA:AM,15/06/2023 17:40:00,183.79152000000002,184.44096000000002,182.16792,182.60088,63906
EPA:AM,16/06/2023 17:40:00,182.9256,187.36344,182.9256,186.82224,127094
EPA:AM,19/06/2023 17:40:00,186.714,189.63648,186.1728,186.60576,51740
EPA:AM,20/06/2023 17:40:00,186.28104,190.17767999999998,186.28104,189.74472000000003,62482
EPA:AM,21/06/2023 17:40:00,189.42000000000002,192.34248,189.20352000000003,192.23424,55495
EPA:AM,22/06/2023 17:40:00,191.26008,191.69304,188.66232000000002,189.42000000000002,67362
EPA:AM,23/06/2023 17:40:00,188.98704,192.88368,188.01288,192.88368,80925
EPA:AM,26/06/2023 17:40:00,192.23424,192.23424,183.14208,185.95632,85245
EPA:AM,27/06/2023 17:40:00,187.47168,190.28592,183.25032000000002,190.28592,90835
EPA:AM,28/06/2023 17:40:00,191.0436,195.80616,191.0436,195.15672,63713
EPA:AM,29/06/2023 17:40:00,195.48144,198.18744,194.29080000000002,197.86272000000002,47788
EPA:AM,30/06/2023 17:40:00,198.07920000000001,199.37807999999998,196.67208,198.51216000000002,60318
EPA:AM,03/07/2023 17:40:00,199.1616,200.13576,195.3732,195.58968,34594
EPA:AM,04/07/2023 17:40:00,195.58968,196.9968,193.2084,194.61552,32098
EPA:AM,05/07/2023 17:40:00,195.04847999999998,199.37807999999998,195.04847999999998,198.07920000000001,55378
EPA:AM,06/07/2023 17:40:00,197.10504,197.10504,193.53312000000003,193.85784,43346
EPA:AM,07/07/2023 17:40:00,194.39903999999999,195.9144,192.45072000000002,194.832,46134
EPA:AM,10/07/2023 17:40:00,193.74960000000002,196.13088,192.99192000000002,195.04847999999998,41409
EPA:AM,11/07/2023 17:40:00,201.75936000000002,203.05824,195.80616,196.56384,52164
EPA:AM,12/07/2023 17:40:00,197.42976000000002,201.00168,196.34736,200.7852,45775
EPA:AM,13/07/2023 17:40:00,200.13576,201.00168,198.29568,199.59456,32186
EPA:AM,14/07/2023 17:40:00,199.26984,199.37807999999998,195.3732,196.02264,49860
EPA:AM,17/07/2023 17:40:00,200.244,201.75936000000002,195.04847999999998,198.07920000000001,57619
EPA:AM,18/07/2023 17:40:00,198.29568,200.46048,197.75448,199.81104,35144
EPA:AM,19/07/2023 17:40:00,198.18744,200.46048,197.64624,198.29568,48403
EPA:AM,20/07/2023 17:40:00,197.10504,198.51216000000002,195.04847999999998,196.78032000000002,44031
EPA:AM,21/07/2023 17:40:00,188.3376,189.42000000000002,178.16304,180.00312000000002,192126
EPA:AM,24/07/2023 17:40:00,180.76080000000002,184.65744,177.62184,184.65744,92247
EPA:AM,25/07/2023 17:40:00,184.008,185.95632,182.3844,184.65744,73093
EPA:AM,26/07/2023 17:40:00,183.79152000000002,185.52336000000003,182.16792,185.09040000000002,70043
EPA:AM,27/07/2023 17:40:00,185.6316,189.52824,184.5492,188.77056000000002,67230
EPA:AM,28/07/2023 17:40:00,188.55408,192.55896,186.49752,188.77056000000002,54301
EPA:AM,31/07/2023 17:40:00,188.8788,192.45072000000002,188.77056000000002,191.26008,64187
EPA:AM,01/08/2023 17:40:00,188.98704,192.77544,188.77056000000002,191.26008,42787
EPA:AM,02/08/2023 17:40:00,190.61064,193.96608,190.61064,191.36832,49135
EPA:AM,03/08/2023 17:40:00,190.71887999999998,191.26008,186.49752,190.06944,49690
EPA:AM,04/08/2023 17:40:00,190.61064,193.74960000000002,190.61064,193.2084,54825
EPA:AM,07/08/2023 17:40:00,192.55896,195.04847999999998,192.45072000000002,194.72376,48048
EPA:AM,08/08/2023 17:40:00,194.72376,195.48144,193.53312000000003,194.832,41625
EPA:AM,09/08/2023 17:40:00,195.80616,196.13088,194.29080000000002,195.15672,24437
EPA:AM,10/08/2023 17:40:00,195.9144,197.21328,193.74960000000002,195.26496,41915
EPA:AM,11/08/2023 17:40:00,192.88368,195.26496,185.19864,185.52336000000003,95221
EPA:AM,14/08/2023 17:40:00,185.52336000000003,188.3376,185.30688,186.38927999999999,49490
EPA:AM,15/08/2023 17:40:00,186.38927999999999,186.82224,184.76568,185.30688,41727
EPA:AM,16/08/2023 17:40:00,185.19864,187.03872,184.22448,184.65744,46845
EPA:AM,17/08/2023 17:40:00,184.44096000000002,185.19864,182.3844,182.3844,49918
EPA:AM,18/08/2023 17:40:00,182.3844,185.09040000000002,181.95144,184.44096000000002,50331
EPA:AM,21/08/2023 17:40:00,184.22448,188.3376,184.22448,187.03872,57219
EPA:AM,22/08/2023 17:40:00,187.03872,189.52824,187.03872,188.66232000000002,43627
EPA:AM,23/08/2023 17:40:00,189.9612,191.90952000000001,189.9612,191.15184,39450
EPA:AM,24/08/2023 17:40:00,191.90952000000001,193.64136000000002,189.85296000000002,189.85296000000002,46976
EPA:AM,25/08/2023 17:40:00,189.42000000000002,192.34248,188.77056000000002,189.85296000000002,51148
EPA:AM,28/08/2023 17:40:00,191.80128,193.96608,191.26008,193.96608,34043
EPA:AM,29/08/2023 17:40:00,193.64136000000002,195.26496,191.90952000000001,192.45072000000002,60266
EPA:AM,30/08/2023 17:40:00,192.45072000000002,194.832,191.36832,194.07432000000003,41694
EPA:AM,31/08/2023 17:40:00,193.53312000000003,196.56384,192.77544,196.56384,326039
EPA:AM,01/09/2023 17:40:00,196.4556,198.62040000000002,195.3732,195.9144,32999
EPA:AM,04/09/2023 17:40:00,196.34736,197.86272000000002,194.832,194.832,25695
EPA:AM,05/09/2023 17:40:00,194.29080000000002,196.67208,193.74960000000002,195.69792,28666
EPA:AM,06/09/2023 17:40:00,195.69792,196.56384,194.61552,194.832,60930
EPA:AM,07/09/2023 17:40:00,194.29080000000002,195.9144,193.64136000000002,195.04847999999998,48490
EPA:AM,08/09/2023 17:40:00,195.3732,196.78032000000002,193.96608,196.56384,27378
EPA:AM,11/09/2023 17:40:00,196.78032000000002,200.02752,196.02264,196.78032000000002,34718
EPA:AM,12/09/2023 17:40:00,197.42976000000002,197.75448,195.15672,195.69792,22325
EPA:AM,13/09/2023 17:40:00,195.9144,196.4556,193.10016000000002,195.9144,44769
EPA:AM,14/09/2023 17:40:00,196.34736,196.34736,194.18256000000002,194.832,51710
EPA:AM,15/09/2023 17:40:00,196.02264,196.34736,194.72376,195.26496,105394
EPA:AM,18/09/2023 17:40:00,195.26496,198.72864,195.04847999999998,198.62040000000002,34779
EPA:AM,19/09/2023 17:40:00,197.97096000000002,199.05336,196.9968,197.32152000000002,24862
EPA:AM,20/09/2023 17:40:00,198.18744,198.40392000000003,195.48144,195.9144,27640
EPA:AM,21/09/2023 17:40:00,194.832,195.58968,194.07432000000003,194.94024,41359
EPA:AM,22/09/2023 17:40:00,194.07432000000003,194.18256000000002,191.47656,192.88368,44187
EPA:AM,25/09/2023 17:40:00,192.6672,194.832,190.06944,190.82712,40143
EPA:AM,26/09/2023 17:40:00,190.39416,195.04847999999998,189.85296000000002,193.74960000000002,49555
